rental_id,inventory_id,rental_date,return_date,game_id,customer_id,staff_id,price,fine
1439,76,2021-03-22,2021-04-30,13,486,1,31.93,3.19
1440,204,2021-03-22,2021-03-25,19,548,1,13.33,0.0
1441,472,2021-03-22,2021-03-22,19,499,1,13.33,0.0
1442,25,2021-03-22,2021-05-19,33,451,1,10.6,21.2
1443,449,2021-03-22,2021-03-29,3,451,2,10.58,0.0
1444,393,2021-03-22,2021-03-29,5,132,1,9.33,0.0
1445,14,2021-03-22,2021-03-25,13,109,1,31.93,0.0
1446,267,2021-03-22,2021-04-16,32,457,2,7.71,13.88
1447,241,2021-03-22,2021-04-08,22,227,2,14.6,14.6
1448,487,2021-03-22,2021-03-26,27,341,1,5.0,0.0
1449,2,2021-03-22,2021-03-24,40,571,1,6.87,0.0
1450,375,2021-03-22,2021-03-22,36,571,1,12.35,0.0
1451,468,2021-03-22,2021-03-23,29,91,2,19.27,0.0
1452,61,2021-03-22,2021-03-23,26,487,1,23.33,0.0
1453,484,2021-03-22,2021-03-28,27,61,1,5.0,0.0
1454,397,2021-03-22,2021-03-25,27,488,2,5.0,0.0
1455,473,2021-03-22,2021-03-23,24,575,1,12.58,0.0
1456,38,2021-03-22,2021-03-25,19,352,1,13.33,0.0
1457,431,2021-03-23,2021-03-29,35,155,1,10.84,0.0
1458,158,2021-03-23,2021-04-04,32,568,1,7.71,3.86
1459,97,2021-03-23,2021-04-08,32,535,1,7.71,6.94
1460,417,2021-03-23,2021-03-23,39,436,1,2.47,0.0
1461,469,2021-03-23,2021-03-29,22,568,2,14.6,0.0
1462,147,2021-03-23,2021-03-23,37,368,1,3.1,0.0
1463,196,2021-03-23,2021-03-25,13,304,1,31.93,0.0
1464,374,2021-03-23,2021-03-26,5,304,2,9.33,0.0
1465,334,2021-03-23,2021-06-09,32,408,2,7.71,7.71
1466,242,2021-03-23,2021-03-29,4,422,2,11.35,0.0
1467,56,2021-03-23,2021-04-22,33,389,1,10.6,24.38
1468,109,2021-03-23,2021-03-25,22,472,2,14.6,0.0
1469,214,2021-03-23,2021-03-23,10,456,2,17.99,0.0
1470,3,2021-03-23,2021-03-30,28,484,2,8.67,0.0
1471,437,2021-03-23,2021-03-26,13,315,2,31.93,0.0
1472,211,2021-03-23,2021-03-26,40,571,2,6.87,0.0
1473,333,2021-03-23,2021-03-28,4,499,2,11.35,0.0
1474,314,2021-03-24,2021-03-26,37,389,2,3.1,0.0
1475,235,2021-03-24,2021-04-01,46,451,2,1.71,0.17
1476,112,2021-03-24,2021-04-05,13,320,2,31.93,15.96
1477,37,2021-03-24,2021-03-24,5,282,2,9.33,0.0
1478,134,2021-03-24,2021-04-03,29,452,2,19.27,5.78
1479,414,2021-03-24,2021-03-24,7,535,2,12.17,0.0
1480,105,2021-03-24,2021-05-08,29,414,2,19.27,13.49
1481,321,2021-03-24,2021-04-05,31,154,2,8.0,4.0
1482,16,2021-03-24,2021-04-14,44,568,2,5.33,7.46
1483,345,2021-03-24,2021-03-28,22,585,2,14.6,0.0
1484,116,2021-03-24,2021-03-24,1,518,2,10.97,0.0
1485,27,2021-03-24,2021-03-31,22,456,2,14.6,0.0
1486,282,2021-03-24,2021-03-30,46,304,2,1.71,0.0
1487,30,2021-03-24,2021-03-31,36,414,2,12.35,0.0
1488,168,2021-03-24,2021-03-28,39,385,2,2.47,0.0
1489,464,2021-03-24,2021-04-03,19,24,2,13.33,4.0
1490,481,2021-03-24,2021-03-24,19,304,2,13.33,0.0
1491,48,2021-03-24,2021-03-26,29,364,2,19.27,0.0
1492,43,2021-03-24,2021-03-30,22,91,2,14.6,0.0
1493,175,2021-03-24,2021-04-05,4,385,2,11.35,5.68
1494,261,2021-03-25,2021-03-25,22,455,1,14.6,0.0
1495,364,2021-03-25,2021-03-26,19,352,1,13.33,0.0
1496,224,2021-03-25,2021-04-04,27,109,1,5.0,1.5
1497,219,2021-03-25,2021-03-25,33,304,1,10.6,0.0
1498,493,2021-03-25,2021-04-04,10,483,1,17.99,5.4
1499,461,2021-03-25,2021-03-27,25,22,2,3.3930000000000002,0.0
1500,309,2021-03-25,2021-04-01,42,585,1,8.0,0.0
1501,284,2021-03-25,2021-04-03,32,155,2,7.71,1.54
1502,399,2021-03-25,2021-04-01,32,587,2,7.71,0.0
1503,303,2021-03-25,2021-03-25,29,544,2,19.27,0.0
1504,293,2021-03-25,2021-03-25,13,515,2,31.93,0.0
1505,65,2021-03-25,2021-06-29,9,449,2,27.33,0.0
1506,474,2021-03-25,2021-03-25,42,594,1,8.0,0.0
1507,87,2021-03-25,2021-03-28,13,314,2,31.93,0.0
1508,408,2021-03-25,2021-04-05,13,147,2,31.93,12.77
1509,47,2021-03-25,2021-04-06,19,560,2,13.33,6.66
1510,330,2021-03-26,2021-03-26,13,228,2,31.93,0.0
1511,373,2021-03-26,2021-03-26,19,333,2,13.33,0.0
1512,467,2021-03-26,2021-03-26,3,56,2,10.58,0.0
1513,126,2021-03-26,2021-03-30,27,196,2,5.0,0.0
1514,344,2021-03-26,2021-03-28,8,341,2,11.99,0.0
1515,179,2021-03-26,2021-04-02,10,255,2,17.99,0.0
1516,386,2021-03-26,2021-04-01,27,132,2,5.0,0.0
1517,316,2021-03-26,2021-03-26,9,342,2,27.33,0.0
1518,160,2021-03-26,2021-03-28,4,70,2,11.35,0.0
1519,153,2021-03-26,2021-04-02,25,587,2,3.77,0.0
1520,500,2021-03-26,2021-03-30,40,333,2,6.87,0.0
1521,26,2021-03-26,2021-04-04,13,456,2,31.93,6.39
1522,390,2021-03-26,2021-04-02,43,555,2,3.78,0.0
1523,489,2021-03-26,2021-04-02,23,161,2,1.7,0.0
1524,435,2021-03-26,2021-03-29,29,282,2,19.27,0.0
1525,491,2021-03-26,2021-03-26,10,132,2,17.99,0.0
1526,45,2021-03-26,2021-03-28,13,385,2,31.93,0.0
1527,376,2021-03-27,2021-03-30,26,575,1,23.33,0.0
1528,244,2021-03-27,2021-04-01,9,241,2,27.33,0.0
1529,106,2021-03-27,2021-03-27,6,109,1,7.95,0.0
1530,205,2021-03-27,2021-03-27,1,312,1,10.97,0.0
1531,58,2021-03-27,2021-04-06,33,86,2,10.6,3.18
1532,305,2021-03-27,2021-03-29,4,314,2,11.35,0.0
1533,164,2021-03-27,2021-03-31,32,352,1,7.71,0.0
1534,246,2021-03-27,2021-04-11,44,241,2,5.33,4.26
1535,439,2021-03-27,2021-04-02,50,452,1,8.88,0.0
1536,312,2021-03-27,2021-04-02,1,556,1,10.97,0.0
1537,80,2021-03-27,2021-03-27,42,353,2,8.0,0.0
1538,497,2021-03-27,2021-04-07,29,47,2,19.27,7.71
1539,336,2021-03-27,2021-03-28,13,27,1,31.93,0.0
1540,268,2021-03-27,2021-03-29,13,364,2,31.93,0.0
1541,430,2021-03-27,2021-05-24,13,499,1,31.93,63.86
1542,277,2021-03-27,2021-04-03,22,560,2,14.6,0.0
1543,223,2021-03-27,2021-03-27,22,594,1,14.6,0.0
1544,73,2021-03-27,2021-03-27,32,183,2,7.71,0.0
1545,436,2021-03-27,2021-04-17,36,22,2,11.115,15.56
1546,454,2021-03-27,2021-03-30,13,495,2,31.93,0.0
1547,463,2021-03-28,2021-03-28,13,108,1,31.93,0.0
1548,133,2021-03-28,2021-03-29,1,12,1,10.97,0.0
1549,110,2021-03-28,2021-04-02,29,334,1,19.27,0.0
1550,278,2021-03-28,2021-04-01,4,487,1,11.35,0.0
1551,444,2021-03-28,2021-03-28,36,184,1,12.35,0.0
1552,39,2021-03-28,2021-04-22,48,483,1,12.0,21.6
1553,427,2021-03-28,2021-03-28,4,314,1,11.35,0.0
1554,122,2021-03-28,2021-04-03,24,298,1,12.58,0.0
1555,157,2021-03-28,2021-04-07,46,364,1,1.71,0.51
1556,391,2021-03-28,2021-03-28,39,47,1,2.47,0.0
1557,171,2021-03-28,2021-06-26,25,267,1,3.77,8.29
1558,409,2021-03-28,2022-05-27,22,30,1,13.14,28.91
1559,240,2021-03-28,2021-04-05,35,305,1,10.84,1.08
1560,29,2021-03-28,2021-03-30,42,587,1,8.0,0.0
1561,356,2021-03-28,2021-06-17,46,86,1,1.71,2.22
1562,359,2021-03-28,2021-03-28,30,249,1,18.52,0.0
1563,217,2021-03-28,2021-03-28,10,333,1,17.99,0.0
1564,263,2021-03-28,2021-05-07,10,367,1,17.99,3.6
1565,33,2021-03-28,2021-03-30,29,6,1,19.27,0.0
1566,187,2021-03-29,2021-04-06,1,182,1,10.97,1.1
1567,83,2021-03-29,2021-04-04,46,488,1,1.71,0.0
1568,428,2021-03-29,2021-04-05,13,109,1,31.93,0.0
1569,200,2021-03-29,2021-04-01,16,325,1,6.67,0.0
1570,457,2021-03-29,2021-03-31,22,108,1,14.6,0.0
1571,287,2021-03-29,2021-03-29,20,249,1,7.53,0.0
1572,319,2021-03-29,2021-04-18,13,575,1,31.93,41.51
1573,102,2021-03-29,2021-03-29,10,263,1,17.99,0.0
1574,23,2021-03-29,2021-04-10,48,304,1,12.0,6.0
1575,315,2021-03-29,2021-03-31,10,108,1,17.99,0.0
1576,190,2021-03-29,2021-03-29,1,538,1,10.97,0.0
1577,446,2021-03-29,2021-03-30,39,155,1,2.47,0.0
1578,230,2021-03-29,2021-03-29,7,46,1,12.17,0.0
1579,150,2021-03-29,2021-03-30,36,364,1,12.35,0.0
1580,417,2021-03-29,2021-03-30,39,452,1,2.47,0.0
1581,151,2021-03-29,2021-04-14,38,314,1,15.99,14.39
1582,197,2021-03-29,2021-04-04,1,587,1,10.97,0.0
1583,288,2021-03-30,2021-04-02,27,120,1,5.0,0.0
1584,265,2021-03-30,2021-04-04,1,317,1,10.97,0.0
1585,139,2021-03-30,2021-04-12,36,183,1,12.35,7.41
1586,485,2021-03-30,2021-03-30,5,353,1,9.33,0.0
1587,125,2021-03-30,2021-04-06,18,46,1,4.17,0.0
1588,163,2021-03-30,2021-04-11,22,408,1,14.6,7.3
1589,184,2021-03-30,2021-04-03,35,414,1,10.84,0.0
1590,199,2021-03-30,2021-03-30,39,109,1,2.47,0.0
1591,422,2021-03-30,2021-03-30,20,27,1,7.53,0.0
1592,339,2021-03-30,2021-04-07,36,106,1,11.115,1.11
1593,252,2021-03-30,2021-03-30,46,184,1,1.71,0.0
1594,380,2021-03-30,2021-04-12,13,449,1,31.93,19.16
1595,258,2021-03-30,2021-04-04,32,108,1,7.71,0.0
1596,245,2021-03-30,2021-03-30,2,138,1,4.33,0.0
1597,149,2021-03-30,2021-04-04,13,47,1,31.93,0.0
1598,451,2021-03-30,2021-04-11,4,493,1,11.35,5.68
1599,232,2021-03-31,2021-04-01,22,401,2,14.6,0.0
1600,438,2021-03-31,2021-03-31,25,263,2,3.77,0.0
1601,170,2021-03-31,2021-04-02,35,446,1,10.84,0.0
1602,169,2021-03-31,2021-04-08,1,136,1,10.97,1.1
1603,271,2021-03-31,2021-04-04,44,70,2,5.33,0.0
1604,458,2021-03-31,2021-03-31,4,484,1,11.35,0.0
1605,453,2021-03-31,2021-04-07,29,333,2,19.27,0.0
1606,253,2021-03-31,2021-04-02,13,451,2,31.93,0.0
1607,1,2021-03-31,2021-03-31,27,155,1,5.0,0.0
1608,46,2021-03-31,2021-04-08,5,47,2,9.33,0.93
1609,494,2021-03-31,2021-04-12,9,305,2,27.33,13.66
1610,418,2021-03-31,2021-04-06,28,138,1,8.67,0.0
1611,107,2021-03-31,2021-03-31,40,585,1,6.87,0.0
1612,340,2021-03-31,2021-05-16,39,183,2,2.47,2.22
1613,270,2021-03-31,2021-04-25,1,594,1,10.97,19.75
1614,459,2021-04-01,2021-04-04,6,24,2,7.95,0.0
1615,416,2021-04-01,2021-04-16,19,341,2,13.33,10.66
1616,235,2021-04-01,2021-04-07,46,535,2,1.71,0.0
1617,67,2021-04-01,2021-05-16,38,569,2,15.99,12.79
1618,295,2021-04-01,2021-04-06,26,150,2,23.33,0.0
1619,52,2021-04-01,2021-04-06,13,169,2,31.93,0.0
1620,311,2021-04-01,2021-04-04,7,316,2,12.17,0.0
1621,181,2021-04-01,2021-04-07,13,228,2,31.93,0.0
1622,146,2021-04-01,2021-04-08,1,46,2,10.97,0.0
1623,63,2021-04-01,2021-04-02,4,320,2,11.35,0.0
1624,148,2021-04-01,2021-04-01,46,582,2,1.71,0.0
1625,367,2021-04-01,2021-04-11,33,155,2,10.6,3.18
1626,354,2021-04-01,2021-04-07,4,385,2,11.35,0.0
1627,259,2021-04-01,2021-04-01,46,555,2,1.71,0.0
1628,450,2021-04-01,2021-04-06,4,184,2,11.35,0.0
1629,7,2021-04-01,2021-04-01,5,147,2,9.33,0.0
1630,281,2021-04-01,2021-04-08,13,347,2,31.93,0.0
1631,322,2021-04-01,2021-04-11,38,568,2,15.99,4.8
1632,137,2021-04-01,2021-04-12,27,39,2,5.0,2.0
1633,121,2021-04-01,2021-04-01,26,220,2,23.33,0.0
1634,433,2021-04-01,2021-04-07,29,575,2,19.27,0.0
1635,402,2021-04-02,2021-04-13,21,2,1,43.33,17.33
1636,423,2021-04-02,2021-04-14,41,341,1,1.92,0.96
1637,288,2021-04-02,2021-04-12,27,325,1,5.0,1.5
1638,441,2021-04-02,2021-04-11,13,120,1,31.93,6.39
1639,66,2021-04-02,2021-04-15,13,472,1,31.93,19.16
1640,212,2021-04-02,2021-04-07,4,161,1,11.35,0.0
1641,49,2021-04-02,2021-04-03,4,281,1,11.35,0.0
1642,214,2021-04-02,2021-04-06,10,400,1,17.99,0.0
1643,368,2021-04-02,2021-07-28,36,362,1,12.35,23.46
1644,360,2021-04-02,2021-04-05,28,451,1,8.67,0.0
1645,5,2021-04-02,2021-04-02,32,305,1,7.71,0.0
1646,480,2021-04-02,2021-04-04,29,298,1,19.27,0.0
1647,152,2021-04-02,2021-04-03,39,61,1,2.47,0.0
1648,266,2021-04-02,2021-04-04,35,120,1,10.84,0.0
1649,142,2021-04-02,2021-04-04,13,304,1,31.93,0.0
1650,162,2021-04-02,2021-04-05,2,347,1,4.33,0.0
1651,88,2021-04-02,2021-04-06,40,569,1,6.87,0.0
1652,166,2021-04-02,2021-04-02,13,585,1,31.93,0.0
1653,15,2021-04-02,2021-04-11,22,585,1,14.6,2.92
1654,478,2021-04-02,2021-04-04,32,458,1,7.71,0.0
1655,326,2021-04-02,2021-04-02,4,414,1,11.35,0.0
1656,328,2021-04-02,2021-05-27,22,347,1,14.6,26.28
1657,77,2021-04-02,2021-04-09,27,22,1,4.5,0.0
1658,468,2021-04-02,2021-04-10,29,575,1,19.27,1.93
1659,296,2021-04-02,2021-04-11,1,27,1,10.97,2.19
1660,275,2021-04-02,2021-04-02,29,315,1,19.27,0.0
1661,298,2021-04-02,2021-04-02,19,374,1,13.33,0.0
1662,34,2021-04-02,2021-04-09,13,585,1,31.93,0.0
1663,302,2021-04-03,2021-05-02,10,317,1,17.99,39.58
1664,101,2021-04-03,2021-04-05,44,414,1,5.33,0.0
1665,262,2021-04-03,2021-05-01,27,150,1,5.0,10.5
1666,233,2021-04-03,2021-04-05,46,487,1,1.71,0.0
1667,378,2021-04-03,2021-04-10,33,22,1,9.54,0.0
1668,257,2021-04-03,2021-04-06,49,147,1,7.71,0.0
1669,221,2021-04-03,2021-04-12,13,203,1,31.93,6.39
1670,269,2021-04-03,2021-04-14,6,401,1,7.95,3.18
1671,237,2021-04-03,2021-04-16,4,266,1,11.35,6.81
1672,147,2021-04-03,2021-04-03,37,341,1,3.1,0.0
1673,202,2021-04-03,2021-04-08,13,304,1,31.93,0.0
1674,440,2021-04-03,2021-04-10,31,387,1,8.0,0.0
1675,61,2021-04-03,2021-04-10,26,347,1,23.33,0.0
1676,174,2021-04-03,2021-04-07,7,526,1,12.17,0.0
1677,62,2021-04-03,2021-04-10,32,593,1,7.71,0.0
1678,86,2021-04-04,2021-04-06,13,318,1,31.93,0.0
1679,73,2021-04-04,2021-04-06,32,587,1,7.71,0.0
1680,338,2021-04-04,2021-04-08,1,298,1,10.97,0.0
1681,303,2021-04-04,2021-04-08,29,263,1,19.27,0.0
1682,300,2021-04-04,2021-04-11,1,385,1,10.97,0.0
1683,357,2021-04-04,2021-05-03,25,516,1,3.77,8.29
1684,348,2021-04-04,2021-04-08,39,493,1,2.47,0.0
1685,347,2021-04-04,2021-04-08,13,486,1,31.93,0.0
1686,447,2021-04-04,2021-04-08,13,56,1,31.93,0.0
1687,131,2021-04-04,2021-04-09,13,594,1,31.93,0.0
1688,256,2021-04-04,2021-04-08,38,352,1,15.99,0.0
1689,254,2021-04-04,2021-04-11,27,169,1,5.0,0.0
1690,129,2021-04-04,2021-04-19,26,455,1,23.33,18.66
1691,414,2021-04-04,2021-04-07,7,22,1,10.953,0.0
1692,222,2021-04-04,2021-04-04,29,255,1,19.27,0.0
1693,160,2021-04-04,2021-04-16,4,109,1,11.35,5.68
1694,136,2021-04-04,2021-04-09,10,155,1,17.99,0.0
1695,231,2021-04-04,2021-04-10,32,587,1,7.71,0.0
1696,407,2021-04-04,2021-04-14,13,544,1,31.93,9.58
1697,248,2021-04-04,2021-04-07,13,483,1,31.93,0.0
1698,123,2021-04-04,2021-04-11,11,266,1,3.99,0.0
1699,122,2021-04-04,2021-04-05,24,408,1,12.58,0.0
1700,216,2021-04-04,2021-04-11,43,132,1,3.78,0.0
1701,410,2021-04-04,2021-04-05,27,408,1,5.0,0.0
1702,209,2021-04-04,2021-04-15,10,455,1,17.99,7.2
1703,396,2021-04-05,2021-04-06,4,488,1,11.35,0.0
1704,401,2021-04-05,2021-04-08,46,451,1,1.71,0.0
1705,198,2021-04-05,2021-04-11,21,414,1,43.33,0.0
1706,143,2021-04-05,2021-04-06,36,374,1,12.35,0.0
1707,265,2021-04-05,2021-04-11,1,154,1,10.97,0.0
1708,276,2021-04-05,2021-04-08,29,436,1,19.27,0.0
1709,442,2021-04-05,2021-04-08,7,176,1,12.17,0.0
1710,229,2021-04-05,2021-04-18,33,176,1,10.6,6.36
1711,364,2021-04-05,2021-04-05,19,555,1,13.33,0.0
1712,310,2021-04-05,2021-04-08,6,544,1,7.95,0.0
1713,342,2021-04-05,2021-04-12,1,305,1,10.97,0.0
1714,227,2021-04-05,2021-04-18,42,440,1,8.0,4.8
1715,57,2021-04-05,2021-07-20,6,335,1,7.95,6.36
1716,93,2021-04-05,2021-04-11,32,457,1,7.71,0.0
1717,314,2021-04-05,2021-04-09,37,136,1,3.1,0.0
1718,71,2021-04-05,2021-04-11,13,374,1,31.93,0.0
1719,318,2021-04-05,2021-04-20,42,249,1,8.0,6.4
1720,89,2021-04-05,2021-08-03,27,255,1,5.0,11.0
1721,324,2021-04-05,2021-04-13,26,575,1,23.33,2.33
1722,261,2021-04-05,2021-04-15,22,472,1,14.6,4.38
1723,210,2021-04-05,2021-04-09,27,22,1,4.5,0.0
1724,225,2021-04-05,2021-04-06,40,245,1,6.87,0.0
1725,238,2021-04-05,2021-04-20,21,263,1,43.33,34.66
1726,204,2021-04-05,2021-04-08,19,30,1,11.997,0.0
1727,280,2021-04-05,2021-04-09,13,428,1,31.93,0.0
1728,289,2021-04-05,2021-05-27,6,255,1,7.95,11.92
1729,206,2021-04-05,2021-04-05,22,436,1,14.6,0.0
1730,208,2021-04-05,2021-04-07,38,477,1,15.99,0.0
1731,116,2021-04-05,2021-04-18,1,440,1,10.97,6.58
1732,422,2021-04-06,2021-04-10,20,544,1,7.53,0.0
1733,60,2021-04-06,2021-04-29,13,108,1,31.93,51.09
1734,251,2021-04-06,2021-04-10,6,6,1,7.95,0.0
1735,365,2021-04-06,2022-04-10,32,389,1,7.71,0.0
1736,460,2021-04-06,2021-04-06,39,333,1,2.47,0.0
1737,479,2021-04-06,2021-04-12,4,428,1,11.35,0.0
1738,20,2021-04-06,2021-04-11,5,313,1,9.33,0.0
1739,346,2021-04-06,2021-04-09,27,150,1,5.0,0.0
1740,108,2021-04-06,2021-04-11,22,560,1,14.6,0.0
1741,455,2021-04-06,2021-04-18,22,515,1,14.6,7.3
1742,18,2021-04-06,2021-04-11,35,563,1,10.84,0.0
1743,452,2021-04-06,2021-04-19,3,196,1,10.58,6.35
1744,31,2021-04-06,2021-04-09,15,227,1,2.83,0.0
1745,332,2021-04-06,2021-04-13,22,317,1,14.6,0.0
1746,389,2021-04-06,2021-04-09,1,74,1,10.97,0.0
1747,176,2021-04-06,2021-04-06,1,368,1,10.97,0.0
1748,12,2021-04-06,2021-04-11,13,138,1,31.93,0.0
1749,35,2021-04-06,2021-04-09,27,74,1,5.0,0.0
1750,21,2021-04-06,2021-04-18,27,61,1,5.0,2.5
1751,195,2021-04-06,2021-04-12,35,582,1,10.84,0.0
1752,117,2021-04-06,2021-04-06,19,333,1,13.33,0.0
1753,32,2021-04-07,2021-04-17,4,593,1,11.35,3.4
1754,13,2021-04-07,2021-04-11,27,367,1,5.0,0.0
1755,394,2021-04-07,2021-04-11,9,555,1,27.33,0.0
1756,343,2021-04-07,2021-04-08,28,245,1,8.67,0.0
1757,156,2021-04-07,2021-04-19,42,379,1,8.0,4.0
1758,103,2021-04-07,2021-04-07,43,347,1,3.78,0.0
1759,92,2021-04-07,2021-04-12,39,304,1,2.47,0.0
1760,68,2021-04-07,2021-04-07,38,30,1,14.391,0.0
1761,144,2021-04-07,2021-04-19,29,126,1,19.27,9.64
1762,8,2021-04-07,2021-04-09,19,556,1,13.33,0.0
1763,286,2021-04-07,2021-04-10,13,472,1,31.93,0.0
1764,88,2021-04-07,2021-04-28,40,317,1,6.87,9.62
1765,235,2021-04-07,2021-04-07,46,22,1,1.539,0.0
1766,326,2021-04-07,2021-07-26,4,353,1,11.35,13.62
1767,331,2021-04-07,2021-04-14,13,535,1,31.93,0.0
1768,375,2021-04-07,2021-04-08,36,486,1,12.35,0.0
1769,370,2021-04-07,2021-04-16,22,515,1,14.6,2.92
1770,78,2021-04-07,2021-04-12,6,24,1,7.95,0.0
1771,98,2021-04-08,2021-04-11,49,86,1,7.71,0.0
1772,130,2021-04-08,2021-04-11,10,91,1,17.99,0.0
1773,264,2021-04-08,2021-04-11,5,318,1,9.33,0.0
1774,192,2021-04-08,2021-04-15,5,285,1,9.33,0.0
1775,333,2021-04-08,2021-04-12,4,227,1,11.35,0.0
1776,81,2021-04-08,2021-04-12,36,477,1,12.35,0.0
1777,329,2021-04-08,2021-04-13,38,451,1,15.99,0.0
1778,345,2021-04-08,2021-04-15,22,342,1,14.6,0.0
1779,22,2021-04-08,2021-04-09,9,126,1,27.33,0.0
1780,373,2021-04-08,2021-04-11,19,560,1,13.33,0.0
1781,273,2021-04-08,2021-04-13,13,325,1,31.93,0.0
1782,316,2021-04-08,2021-05-04,9,487,1,27.33,51.93
1783,325,2021-04-08,2021-04-09,35,575,1,10.84,0.0
1784,36,2021-04-08,2021-04-08,4,76,1,11.35,0.0
1785,420,2021-04-08,2021-04-21,46,176,1,1.71,1.03
1786,63,2021-04-08,2021-04-08,4,382,1,11.35,0.0
1787,154,2021-04-08,2021-04-11,26,56,1,23.33,0.0
1788,55,2021-04-08,2021-04-11,13,138,1,31.93,0.0
1789,205,2021-04-09,2021-04-13,1,203,1,10.97,0.0
1790,327,2021-04-09,2021-04-18,44,22,2,4.797000000000001,0.96
1791,190,2021-04-09,2021-04-12,1,106,1,9.873000000000001,0.0
1792,119,2021-04-09,2021-04-22,10,155,1,17.99,10.79
1793,475,2021-04-09,2021-04-28,19,267,2,13.33,16.0
1794,230,2021-04-09,2021-04-19,7,61,1,12.17,3.65
1795,33,2021-04-09,2021-04-11,29,571,1,19.27,0.0
1796,429,2021-04-09,2021-04-11,13,245,1,31.93,0.0
1797,186,2021-04-09,2021-04-16,27,484,2,5.0,0.0
1798,325,2021-04-09,2021-04-09,35,594,1,10.84,0.0
1799,34,2021-04-09,2021-04-19,13,241,1,31.93,9.58
1800,446,2021-04-09,2021-04-15,39,196,2,2.47,0.0
1801,114,2021-04-09,2021-04-14,7,154,1,12.17,0.0
1802,449,2021-04-09,2021-04-14,3,314,1,10.58,0.0
1803,341,2021-04-09,2021-04-14,13,490,2,31.93,0.0
1804,131,2021-04-09,2021-04-09,13,325,1,31.93,0.0
1805,470,2021-04-09,2021-04-17,29,495,2,19.27,1.93
1806,437,2021-04-09,2021-04-15,13,220,1,31.93,0.0
1807,40,2021-04-09,2021-04-14,39,61,1,2.47,0.0
1808,64,2021-04-09,2021-04-13,36,317,1,12.35,0.0
1809,485,2021-04-09,2021-04-17,5,91,2,9.33,0.93
1810,138,2021-04-09,2021-04-09,34,401,1,1.87,0.0
1811,44,2021-04-09,2021-04-09,5,408,2,9.33,0.0
1812,445,2021-04-10,2021-04-20,13,463,2,31.93,9.58
1813,10,2021-04-10,2021-04-12,4,109,2,11.35,0.0
1814,182,2021-04-10,2021-04-17,5,428,3,9.33,0.0
1815,95,2021-04-10,2021-04-11,14,341,2,11.27,0.0
1816,443,2021-04-10,2021-04-13,44,428,2,5.33,0.0
1817,374,2021-04-10,2021-04-10,5,556,3,9.33,0.0
1818,486,2021-04-10,2021-04-19,36,176,2,12.35,2.47
1819,427,2021-04-10,2021-04-13,4,39,2,11.35,0.0
1820,50,2021-04-10,2021-04-13,36,228,2,12.35,0.0
1821,472,2021-04-10,2021-04-10,19,182,3,13.33,0.0
1822,247,2021-04-10,2021-06-20,13,548,3,31.93,9.58
1823,173,2021-04-10,2021-04-15,37,169,2,3.1,0.0
1824,476,2021-04-10,2021-06-22,25,408,2,3.77,1.88
1825,400,2021-04-10,2021-04-10,7,526,3,12.17,0.0
1826,469,2021-04-10,2021-04-16,22,451,2,14.6,0.0
1827,283,2021-04-11,2021-04-12,20,120,1,6.777,0.0
1828,278,2021-04-11,2021-04-14,4,414,1,11.35,0.0
1829,317,2021-04-11,2021-04-23,4,440,1,11.35,5.68
1830,167,2021-04-11,2021-05-04,19,285,1,13.33,21.33
1831,399,2021-04-11,2021-04-11,32,537,1,7.71,0.0
1832,411,2021-04-11,2021-04-15,24,61,1,12.58,0.0
1833,220,2021-04-11,2021-04-18,13,446,1,31.93,0.0
1834,490,2021-04-11,2021-04-11,22,86,1,14.6,0.0
1835,383,2021-04-11,2021-04-18,10,341,1,17.99,0.0
1836,376,2021-04-11,2021-04-12,26,544,1,23.33,0.0
1837,477,2021-04-11,2021-04-12,22,2,1,14.6,0.0
1838,434,2021-04-11,2021-05-09,1,69,1,10.97,23.04
1839,69,2021-04-11,2021-04-11,5,339,1,9.33,0.0
1840,191,2021-04-11,2021-04-11,43,556,1,3.78,0.0
1841,290,2021-04-11,2021-04-12,46,294,1,1.71,0.0
1842,424,2021-04-11,2021-04-24,6,281,1,7.95,4.77
1843,473,2021-04-11,2021-04-11,24,556,1,12.58,0.0
1844,193,2021-04-11,2021-07-25,32,314,1,7.71,5.4
1845,82,2021-04-11,2021-04-14,44,493,1,5.33,0.0
1846,113,2021-04-12,2021-04-27,32,388,1,7.71,6.17
1847,336,2021-04-12,2021-04-19,13,318,1,31.93,0.0
1848,426,2021-04-12,2021-04-24,22,379,1,14.6,7.3
1849,12,2021-04-12,2021-04-12,13,334,1,31.93,0.0
1850,170,2021-04-12,2021-04-13,35,12,1,10.84,0.0
1851,236,2021-04-12,2021-04-22,32,120,1,6.939,2.08
1852,245,2021-04-12,2021-04-19,2,70,1,4.33,0.0
1853,14,2021-04-12,2021-04-14,13,472,1,31.93,0.0
1854,490,2021-04-12,2021-04-22,22,436,1,14.6,4.38
1855,377,2021-04-12,2021-04-12,9,585,1,27.33,0.0
1856,207,2021-04-12,2021-04-18,13,563,1,31.93,0.0
1857,479,2021-04-12,2021-04-18,4,86,1,11.35,0.0
1858,372,2021-04-12,2021-04-13,29,353,1,19.27,0.0
1859,483,2021-04-12,2021-04-19,13,155,1,31.93,0.0
1860,279,2021-04-12,2021-04-16,26,538,1,23.33,0.0
